序号,转换后JH,JX,Dogleg Severity,status
780,B16-X21,35.38,2.06,2
781,B16-X21,37.18,0.62,2
782,B16-X21,36.59,0.577,3
783,B16-X21,36.04,0.845,3
784,B16-X21,35.28,0.939,3
785,B16-X21,34.41,0.76,3
786,B16-X21,33.72,0.867,3
787,B16-X21,32.92,0.842,3
788,B16-X21,32.16,0.988,3
789,B16-X21,31.29,1.14,3
790,B16-X21,30.19,0.95,3
791,B16-X21,29.4,0.801,3
792,B16-X21,28.65,0.556,3
793,B16-X21,28.12,0.829,3
794,B16-X21,27.51,1.85,3
795,B16-X21,26.72,0.224,3
796,B16-X21,26.93,0.194,3
797,B16-X21,27.11,0.278,3
798,B16-X21,26.86,0.333,3
799,B16-X21,26.54,0.244,3
800,B16-X21,26.39,0.219,3
801,B16-X21,26.28,0.428,3
802,B16-X21,26.22,0.424,3
803,B16-X21,26.19,0.35,3
804,B16-X21,26.32,0.196,3
805,B16-X21,26.38,0.237,3
806,B16-X21,26.43,0.147,3
807,B16-X21,26.49,0,3
808,B16-X21,26.49,0,3
809,B16-X22,0,0.101,0
810,B16-X22,0.1,0.135,0
811,B16-X22,0.22,0.0899,0
812,B16-X22,0.3,0.082,0
813,B16-X22,0.36,0.101,0
814,B16-X22,0.44,0.191,0
815,B16-X22,0.57,0.144,0
816,B16-X22,0.66,1.16,0
817,B16-X22,1.63,0.126,0
818,B16-X22,1.75,0.115,0
819,B16-X22,1.86,0.125,0
820,B16-X22,1.98,0.175,0
821,B16-X22,1.83,0.21,0
822,B16-X22,1.65,0.229,0
823,B16-X22,1.54,0.139,0
824,B16-X22,1.42,0.0855,0
825,B16-X22,1.36,1.91,0
826,B16-X22,1.97,4.49,1
827,B16-X22,3.12,4.68,1
828,B16-X22,4.44,4.84,1
829,B16-X22,5.98,4.97,1
830,B16-X22,7.58,4.52,1
831,B16-X22,9.01,3.69,1
832,B16-X22,10.03,3.85,1
833,B16-X22,11.05,4.34,1
834,B16-X22,12.28,5.3,1
835,B16-X22,13.9,4.8,1
836,B16-X22,15.32,5.71,1
837,B16-X22,17.03,5.51,1
838,B16-X22,18.79,4.99,1
839,B16-X22,20.36,5.27,1
840,B16-X22,22.01,4.43,1
841,B16-X22,22.98,4.11,1
842,B16-X22,24.05,4.06,1
843,B16-X22,25.14,5.09,1
844,B16-X22,26.73,4.88,1
845,B16-X22,28.26,4.39,1
846,B16-X22,29.66,5.62,1
847,B16-X22,31.09,4.61,1
848,B16-X22,32.56,5.72,1
849,B16-X22,34.18,5.33,1
850,B16-X22,35.86,4.95,1
851,B16-X22,37.42,5.95,1
852,B16-X22,39.2,0.596,1
853,B16-X22,39.46,1.47,2
854,B16-X22,38.41,2.37,2
855,B16-X22,38.76,0.406,2
856,B16-X22,39.07,0.624,2
857,B16-X22,38.5,0.59,2
858,B16-X22,38.14,0.477,2
859,B16-X22,38.28,0.14,2
860,B16-X22,38.23,2.68,2
861,B16-X22,38.45,0.416,2
862,B16-X22,38.8,0.406,2
863,B16-X22,38.57,0.391,2
864,B16-X22,38.36,0.0647,2
865,B16-X22,38.36,0.38,2
866,B16-X22,38.67,0.254,2
867,B16-X22,38.46,0.199,2
868,B16-X22,38.28,0.271,2
869,B16-X22,38.36,0.265,2
870,B16-X22,38.41,0.46,2
871,B16-X22,38.72,0.416,2
872,B16-X22,39.07,0.139,2
873,B16-X22,39.11,0.0842,2
874,B16-X22,39.16,0.234,2
875,B16-X22,39.28,0.274,2
876,B16-X22,39.46,0.48,2
877,B16-X22,39.34,0.361,2
878,B16-X22,39.2,0.256,2
879,B16-X22,39.41,0.223,2
880,B16-X22,39.59,0.136,2
881,B16-X22,39.56,0.0674,2
882,B16-X22,39.55,0.332,2
883,B16-X22,39.57,0.2,2
884,B16-X22,39.55,0.283,2
885,B16-X22,39.64,0.419,2
886,B16-X22,39.95,0.312,2
887,B16-X22,40.25,0.477,2
888,B16-X22,40.69,0.816,2
889,B16-X22,41.47,0.433,2
890,B16-X22,41.88,1.73,2
891,B16-X22,40.47,0.199,2
892,B16-X22,40.65,0.2,2
893,B16-X22,40.83,0.304,2
894,B16-X22,41.09,0.6,2
895,B16-X22,41.65,0.488,2
896,B16-X22,42.1,1.29,2
897,B16-X22,42.82,1.31,2
898,B16-X22,43.55,1.38,2
899,B16-X22,42.32,0.231,2
900,B16-X22,42.23,0.109,2
901,B16-X22,42.15,0.117,2
902,B16-X22,42.06,0.799,2
903,B16-X22,42.8,0.813,2
904,B16-X22,42.1,0.445,2
905,B16-X22,41.96,0.541,2
906,B16-X22,41.63,0.482,2
907,B16-X22,41.31,0.351,2
908,B16-X22,41.04,0.576,2
909,B16-X22,40.87,0.758,2
910,B16-X22,41.57,2.02,2
911,B16-X22,42.28,0.169,2
912,B16-X22,42.19,1.43,2
913,B16-X22,40.83,3.2,2
914,B16-X22,37.84,0.775,3
915,B16-X22,37.75,0.215,3
916,B16-X22,37.66,2.71,3
917,B16-X22,35.07,0.152,3
918,B16-X22,35.16,0.158,3
919,B16-X22,35.02,0.153,3
920,B16-X22,35.11,3.51,3
921,B16-X22,31.82,0.496,3
922,B16-X22,31.46,0.521,3
923,B16-X22,31.07,0.449,3
924,B16-X22,30.67,0.486,3
925,B16-X22,30.28,0.645,3
926,B16-X22,30.15,3.63,3
927,B16-X22,26.81,0.633,3
928,B16-X22,26.24,1.25,3
929,B16-X22,25.05,1.08,3
930,B16-X22,24.04,1.88,3
931,B16-X22,25.84,1.24,3
932,B16-X22,24.65,0.992,3
933,B16-X22,23.86,1.08,3
934,B16-X22,22.85,1.51,3
935,B16-X22,23.86,0.55,3
936,B16-X22,23.86,3.1,3
937,B16-X22,26.63,0.657,3
938,B16-X22,26.24,0.753,3
939,B16-X22,26.1,0.0972,3
940,B16-X22,26.07,0.0922,3
941,B16-X22,26.06,0.207,3
942,B16-X22,25.97,0.205,3
943,B16-X22,25.88,0.595,3
944,B16-X22,26.45,0.612,3
945,B16-X22,27.03,0.474,3
946,B16-X22,26.9,0.465,3
947,B16-X22,26.76,1.33,3
948,B16-X22,26.24,0.405,3
949,B16-X22,25.86,0,3
950,B16-X22,25.86,0,3
951,B16-X25,0,0.483,0
952,B16-X25,0.48,0.0708,0
953,B16-X25,0.44,0.349,0
954,B16-X25,0.22,0.454,0
955,B16-X25,0.63,0.581,0
956,B16-X25,1.1,0.94,0
957,B16-X25,1.89,2.27,1
958,B16-X25,4,3.26,1
959,B16-X25,6.5,3.99,1
960,B16-X25,10.02,4.28,1
961,B16-X25,11.23,4.41,1
962,B16-X25,12.46,4.22,1
963,B16-X25,13.58,4.35,1
964,B16-X25,14.53,4.03,1
965,B16-X25,15.49,3.99,1
966,B16-X25,16.44,4.99,1
967,B16-X25,17.71,5.04,1
968,B16-X25,18.98,4.65,1
969,B16-X25,20.36,4.48,1
970,B16-X25,21.75,4.99,1
971,B16-X25,23.34,4.73,1
972,B16-X25,24.84,5.62,1
973,B16-X25,26.64,6.04,1
974,B16-X25,28.57,4.95,1
975,B16-X25,30.15,5.75,1
976,B16-X25,31.98,6.45,1
977,B16-X25,34.05,4.59,1
978,B16-X25,35.51,5.49,1
979,B16-X25,37.26,5.43,1
980,B16-X25,38.98,4.68,1
981,B16-X25,40.47,1.47,1
982,B16-X25,40.83,0.558,2
983,B16-X25,40.81,0.288,2
984,B16-X25,40.72,0.283,2
985,B16-X25,40.65,0.317,2
986,B16-X25,40.42,0.354,2
987,B16-X25,40.2,0.269,2
988,B16-X25,40.03,0.281,2
989,B16-X25,39.77,0.281,2
990,B16-X25,39.51,2.4,2
991,B16-X25,39.24,0.608,2
992,B16-X25,38.95,0.328,2
993,B16-X25,38.76,0.908,2
994,B16-X25,39.65,0.586,2
995,B16-X25,40.21,0.391,2
996,B16-X25,40.56,0.501,2
997,B16-X25,40.96,0.314,2
998,B16-X25,41.23,0.297,2
999,B16-X25,41.48,2.61,2
1000,B16-X25,39.11,0.0843,2
1001,B16-X25,39.16,0.281,2
1002,B16-X25,38.89,0.279,2
1003,B16-X25,38.63,0.487,2
1004,B16-X25,39.02,0.264,2
1005,B16-X25,38.8,0.369,2
1006,B16-X25,38.96,0.286,2
1007,B16-X25,39.07,0.417,2
1008,B16-X25,38.76,0.322,2
1009,B16-X25,38.58,2.76,2
1010,B16-X25,39.16,0.455,2
1011,B16-X25,39.51,0.795,2
1012,B16-X25,40.26,0.826,2
1013,B16-X25,41.04,0.207,2
1014,B16-X25,41.02,0.206,2
1015,B16-X25,41,0.276,2
1016,B16-X25,41.03,0.349,2
1017,B16-X25,41.09,0.469,2
1018,B16-X25,41.55,0.484,2
1019,B16-X25,42.01,0.945,2
1020,B16-X25,40.35,0.549,2
1021,B16-X25,40.81,0.586,2
1022,B16-X25,41.16,0.488,2
1023,B16-X25,41.4,0.969,2
1024,B16-X25,42.32,0.949,2
1025,B16-X25,43.21,1.55,2
1026,B16-X25,41.88,0.487,2
1027,B16-X25,42.26,1.11,2
1028,B16-X25,43.32,2.17,2
1029,B16-X25,41.29,1.14,2
1030,B16-X25,40.21,0.405,2
1031,B16-X25,40.5,0.448,2
1032,B16-X25,40.78,1.53,2
1033,B16-X25,39.81,0.806,2
1034,B16-X25,40.56,0.854,2
1035,B16-X25,41.31,1.2,2
1036,B16-X25,42.46,0.95,2
1037,B16-X25,43.36,1.85,2
1038,B16-X25,41.87,1.59,2
1039,B16-X25,40.65,0.481,2
1040,B16-X25,41.03,0.51,2
1041,B16-X25,41.44,0.389,2
1042,B16-X25,41.7,0.517,2
1043,B16-X25,41.53,0.592,2
1044,B16-X25,42.08,0.654,2
1045,B16-X25,42.67,0.201,2
1046,B16-X25,42.85,0.109,2
1047,B16-X25,42.93,1.09,2
1048,B16-X25,42.49,1.29,2
1049,B16-X25,41.88,0.611,2
1050,B16-X25,42.43,0.352,2
1051,B16-X25,42.63,2.14,2
1052,B16-X25,40.78,0.662,2
1053,B16-X25,41.13,0.193,2
1054,B16-X25,41,0,2
1055,B16-X25,41,0.137,2
1056,B16-X25,41,0.718,2
1057,B16-X25,41.44,0.136,2
1058,B16-X25,41.31,0.357,2
1059,B16-X25,41.53,0.898,2
1060,B16-X25,40.68,0.87,2
1061,B16-X25,39.86,1.02,2
1062,B16-X25,38.94,0.995,2
1063,B16-X25,38.02,0.808,2
1064,B16-X25,37.31,0.48,2
1065,B16-X25,36.85,0.537,2
1066,B16-X25,36.34,1.02,2
1067,B16-X25,35.43,0.988,2
1068,B16-X25,34.5,0.521,2
1069,B16-X25,34.13,0.524,2
1070,B16-X25,33.71,0.617,2
1071,B16-X25,34.23,0.829,2
1072,B16-X25,34.47,0.819,2
1073,B16-X25,34.94,0.557,2
1074,B16-X25,35.07,0.629,2
1075,B16-X25,35.46,0.486,2
1076,B16-X25,35.82,0.194,2
1077,B16-X25,35.83,0,2
1078,B16-X25,35.83,0,2
1079,B16-X27,0,0.211,0
1080,B16-X27,0.21,0.245,0
1081,B16-X27,0.42,0.361,0
1082,B16-X27,0.57,1.53,0
1083,B16-X27,1.98,3.13,1
1084,B16-X27,4.83,2.86,1
1085,B16-X27,6.94,3.59,1
1086,B16-X27,9.49,3.91,1
1087,B16-X27,11.56,3.61,1
1088,B16-X27,11.99,3.88,1
1089,B16-X27,12.5,4,1
1090,B16-X27,12.88,3.89,1
1091,B16-X27,13.81,3.92,1
1092,B16-X27,14.73,4.02,1
1093,B16-X27,15.64,5.37,1
1094,B16-X27,17.26,4.84,1
1095,B16-X27,18.67,5.09,1
1096,B16-X27,20.13,5.05,1
1097,B16-X27,21.75,4.94,1
1098,B16-X27,23.33,4.63,1
1099,B16-X27,24.83,5.19,1
1100,B16-X27,26.47,5.12,1
1101,B16-X27,28.12,4.88,1
1102,B16-X27,29.66,5.3,1
1103,B16-X27,31.35,5.27,1
1104,B16-X27,33.02,4.91,1
1105,B16-X27,34.56,4.92,1
1106,B16-X27,36.12,5.11,1
1107,B16-X27,37.73,4.93,1
1108,B16-X27,39.27,5.09,1
1109,B16-X27,40.88,5.21,1
1110,B16-X27,42.53,5.06,1
1111,B16-X27,44.15,4.69,1
1112,B16-X27,45.65,1.18,1
1113,B16-X27,46.06,1.79,2
1114,B16-X27,47.37,0.593,2
1115,B16-X27,47.13,0.454,2
1116,B16-X27,46.89,0.952,2
1117,B16-X27,46.02,1.93,2
1118,B16-X27,44.2,0.422,2
1119,B16-X27,43.85,0.495,2
1120,B16-X27,43.42,0.29,2
1121,B16-X27,43.23,0.27,2
1122,B16-X27,43.07,2.4,2
1123,B16-X27,43.77,0.577,2
1124,B16-X27,44.03,0.567,2
1125,B16-X27,44.3,0.69,2
1126,B16-X27,44.93,0.825,2
1127,B16-X27,45.66,0.161,2
1128,B16-X27,45.72,0.34,2
1129,B16-X27,45.88,0.151,2
1130,B16-X27,45.86,0.226,2
1131,B16-X27,45.83,0.0519,2
1132,B16-X27,45.88,0.0851,2
1133,B16-X27,45.92,0.154,2
1134,B16-X27,45.89,0.0814,2
1135,B16-X27,45.86,0.49,2
1136,B16-X27,45.44,0.25,2
1137,B16-X27,45.21,0.192,2
1138,B16-X27,45.04,0.658,2
1139,B16-X27,45.67,0.683,2
1140,B16-X27,46.32,0.245,2
1141,B16-X27,46.23,0.298,2
1142,B16-X27,46.49,1.84,2
1143,B16-X27,44.79,0.601,2
1144,B16-X27,44.92,0.709,2
1145,B16-X27,45.17,0.296,2
1146,B16-X27,45.2,0.221,2
1147,B16-X27,45.21,0.617,2
1148,B16-X27,45.76,0.646,2
1149,B16-X27,46.31,1.31,2
1150,B16-X27,45.81,1.63,2
1151,B16-X27,44.38,0.308,2
1152,B16-X27,44.48,0.371,2
1153,B16-X27,44.55,0.0894,2
1154,B16-X27,44.5,0.144,2
1155,B16-X27,44.38,0.852,2
1156,B16-X27,45.19,0.844,2
1157,B16-X27,46,0.201,2
1158,B16-X27,46.18,0.3,2
1159,B16-X27,46.43,0.475,2
1160,B16-X27,46.71,1.16,2
1161,B16-X27,46.23,0.794,2
1162,B16-X27,45.74,0.431,2
1163,B16-X27,46.13,0.639,2
1164,B16-X27,46.62,0.458,2
1165,B16-X27,46.66,0.474,2
1166,B16-X27,46.75,2.59,2
1167,B16-X27,44.38,1.06,2
1168,B16-X27,45.39,0.507,2
1169,B16-X27,45.87,0.817,2
1170,B16-X27,46.57,2.87,2
1171,B16-X27,43.98,0.829,2
1172,B16-X27,44.73,0.456,2
1173,B16-X27,45.16,0.51,2
1174,B16-X27,45.65,0.482,2
1175,B16-X27,46.09,0.655,2
1176,B16-X27,46.68,0.776,2
1177,B16-X27,47.37,1.97,2
1178,B16-X27,45.65,0.32,2
1179,B16-X27,45.43,0.448,2
1180,B16-X27,45.39,0.223,2
1181,B16-X27,45.39,0.761,2
1182,B16-X27,45.21,0.607,2
1183,B16-X27,45.61,0.33,2
1184,B16-X27,45.92,0.463,2
1185,B16-X27,46.31,1.65,2
1186,B16-X27,45.08,0.324,2
1187,B16-X27,45.21,0.832,2
1188,B16-X27,44.73,0.307,2
1189,B16-X27,44.99,0.372,2
1190,B16-X27,45.04,0.283,2
1191,B16-X27,45.21,2.27,2
1192,B16-X27,43.81,0.62,2
1193,B16-X27,43.59,0.371,2
1194,B16-X27,43.5,0.172,2
1195,B16-X27,43.59,0.11,2
1196,B16-X27,43.67,0.152,2
1197,B16-X27,43.72,0.438,2
1198,B16-X27,43.76,2.33,2
1199,B16-X27,45.78,0.675,2
1200,B16-X27,45.17,0.835,2
1201,B16-X27,44.99,2.42,2
1202,B16-X27,47.32,1.56,2
1203,B16-X27,46.98,1.14,2
1204,B16-X27,45.95,1.12,2
1205,B16-X27,44.96,1.27,2
1206,B16-X27,44.03,1.32,2
1207,B16-X27,43.01,0.736,2
1208,B16-X27,43.46,0.152,2
1209,B16-X27,43.51,0.68,2
1210,B16-X27,44.15,0.564,2
1211,B16-X27,44.69,0.288,2
1212,B16-X27,44.78,0.29,2
1213,B16-X27,44.87,0.291,2
1214,B16-X27,45.11,0.247,2
1215,B16-X27,45.3,0.308,2
1216,B16-X27,45.52,0,2
1217,B16-X27,45.52,0,2
1218,B16-X30,0,0.664,0
1219,B16-X30,0.66,2,0
1220,B16-X30,2.61,2.79,1
1221,B16-X30,5.23,3.77,1
1222,B16-X30,7.38,3.55,1
1223,B16-X30,10.51,3.33,1
1224,B16-X30,13.5,3.29,1
1225,B16-X30,14.35,3.87,1
1226,B16-X30,15.28,3.6,1
1227,B16-X30,16.17,2.96,1
1228,B16-X30,16.39,3.01,1
1229,B16-X30,16.63,2.76,1
1230,B16-X30,16.88,2.61,1
1231,B16-X30,16.17,3.84,1
1232,B16-X30,16.15,4.07,1
1233,B16-X30,16.16,4.58,1
1234,B16-X30,16.6,4.92,1
1235,B16-X30,16.98,4.89,1
1236,B16-X30,17.36,5.43,1
1237,B16-X30,18.33,4.93,1
1238,B16-X30,19.4,5.44,1
1239,B16-X30,20.63,4.92,1
1240,B16-X30,21.72,5.49,1
1241,B16-X30,23.11,4.96,1
1242,B16-X30,24.14,5.8,1
1243,B16-X30,25.43,5.92,1
1244,B16-X30,26.75,5.12,1
1245,B16-X30,27.92,5.65,1
1246,B16-X30,29.01,5.93,1
1247,B16-X30,30.05,5.16,1
1248,B16-X30,31.1,5.67,1
1249,B16-X30,32.46,5.72,1
1250,B16-X30,33.81,4.89,1
1251,B16-X30,35.16,5.13,1
1252,B16-X30,36.67,4.48,1
1253,B16-X30,38.03,4.02,1
1254,B16-X30,38.98,3.95,1
1255,B16-X30,40.18,4.11,1
1256,B16-X30,41.48,1.41,1
1257,B16-X30,42.76,0.536,1
1258,B16-X30,43.23,0.518,2
1259,B16-X30,43.68,0.353,2
1260,B16-X30,43.35,0.0787,2
1261,B16-X30,43.32,0.0105,2
1262,B16-X30,43.33,0.0314,2
1263,B16-X30,43.3,0.078,2
1264,B16-X30,43.27,0.0313,2
1265,B16-X30,43.24,0.153,2
1266,B16-X30,43.29,0.102,2
1267,B16-X30,43.36,0.157,2
1268,B16-X30,43.42,0.321,2
1269,B16-X30,43.72,0.311,2
1270,B16-X30,44.01,0.312,2
1271,B16-X30,44.3,3.02,2
1272,B16-X30,42.1,0.152,2
1273,B16-X30,41.97,0.238,2
1274,B16-X30,41.75,0.153,2
1275,B16-X30,41.62,0.304,2
1276,B16-X30,41.41,0.392,2
1277,B16-X30,41.23,0.416,2
1278,B16-X30,41.01,1.88,2
1279,B16-X30,42.57,1.84,2
1280,B16-X30,43.99,0.281,2
1281,B16-X30,43.82,0.343,2
1282,B16-X30,43.64,0.128,2
1283,B16-X30,43.54,0.168,2
1284,B16-X30,43.46,0.155,2
1285,B16-X30,43.33,0.239,2
1286,B16-X30,43.56,0.231,2
1287,B16-X30,43.77,0.0719,2
1288,B16-X30,43.77,0.271,2
1289,B16-X30,44.02,0.328,2
1290,B16-X30,44.3,2.18,2
1291,B16-X30,42.21,2.11,2
1292,B16-X30,40.12,0.764,2
1293,B16-X30,40.85,0.861,2
1294,B16-X30,41.66,0.215,2
1295,B16-X30,41.71,0.145,2
1296,B16-X30,41.75,0.462,2
1297,B16-X30,42.1,0.118,2
1298,B16-X30,42.01,1.23,2
1299,B16-X30,43.14,1.36,2
1300,B16-X30,44.38,0.478,2
1301,B16-X30,44.82,1.33,2
1302,B16-X30,43.81,1.01,2
1303,B16-X30,43.73,0.987,2
1304,B16-X30,43.16,2.12,2
1305,B16-X30,41.31,0.987,2
1306,B16-X30,42.25,0.999,2
1307,B16-X30,43.2,1.15,2
1308,B16-X30,44.3,3.84,2
1309,B16-X30,40.78,0.833,2
1310,B16-X30,41.57,1.2,2
1311,B16-X30,42.69,1.29,2
1312,B16-X30,43.86,0.373,2
1313,B16-X30,44.15,0.807,2
1314,B16-X30,43.46,0.722,2
1315,B16-X30,44.12,0.294,2
1316,B16-X30,44.17,0.506,2
1317,B16-X30,43.73,0.332,2
1318,B16-X30,43.42,0.372,2
1319,B16-X30,43.07,0.244,2
1320,B16-X30,43.26,0.298,2
1321,B16-X30,43.51,0.413,2
1322,B16-X30,43.12,0.777,2
1323,B16-X30,42.71,0.26,2
1324,B16-X30,42.47,0.259,2
1325,B16-X30,42.23,0.25,2
1326,B16-X30,42.46,0.199,2
1327,B16-X30,42.28,0.321,2
1328,B16-X30,41.98,0.25,2
1329,B16-X30,41.75,0.153,2
1330,B16-X30,41.81,0.101,2
1331,B16-X30,41.88,0.779,2
1332,B16-X30,41.13,0.879,2
1333,B16-X30,40.7,0.801,3
1334,B16-X30,40.08,1.05,3
1335,B16-X30,39.16,1.02,3
1336,B16-X30,38.28,1.31,3
1337,B16-X30,37.02,1.41,3
1338,B16-X30,35.68,1.56,3
1339,B16-X30,34.19,0.273,3
1340,B16-X30,34.24,0.269,3
1341,B16-X30,34.32,0.42,3
1342,B16-X30,34.72,0.679,3
1343,B16-X30,35.36,0.592,3
1344,B16-X30,35.9,0.484,3
1345,B16-X30,36.36,0.551,3
1346,B16-X30,36.83,0.572,3
1347,B16-X30,37.13,0,3
1348,B16-X30,37.13,0,3
1349,B16-X31,0,0.201,0
1350,B16-X31,0.2,0.113,0
1351,B16-X31,0.31,0.0442,0
1352,B16-X31,0.27,0.0257,0
1353,B16-X31,0.25,0.0355,0
1354,B16-X31,0.22,1.46,0
1355,B16-X31,1.14,2.92,1
1356,B16-X31,2.05,2.84,1
1357,B16-X31,2.93,3.08,1
1358,B16-X31,3.87,2.43,1
1359,B16-X31,4.59,2.16,1
1360,B16-X31,5.25,2.59,1
1361,B16-X31,6.06,3.48,1
1362,B16-X31,7.15,3.42,1
1363,B16-X31,8.2,3.22,1
1364,B16-X31,9.12,2.96,1
1365,B16-X31,10.03,2.88,1
1366,B16-X31,10.94,2.82,1
1367,B16-X31,11.82,3.1,1
1368,B16-X31,12.56,3.39,1
1369,B16-X31,13.3,3.48,1
1370,B16-X31,14.06,3.48,1
1371,B16-X31,14.93,3.65,1
1372,B16-X31,15.81,3.57,1
1373,B16-X31,16.66,3.52,1
1374,B16-X31,17.35,4.01,1
1375,B16-X31,17.88,4.32,1
1376,B16-X31,18.37,3.48,1
1377,B16-X31,18.76,3.14,1
1378,B16-X31,19.19,3.19,1
1379,B16-X31,19.6,3.67,1
1380,B16-X31,19.71,3.4,1
1381,B16-X31,19.82,3.64,1
1382,B16-X31,19.91,4.51,1
1383,B16-X31,20.85,4.59,1
1384,B16-X31,21.77,4.73,1
1385,B16-X31,22.73,4.98,1
1386,B16-X31,24.16,5.08,1
1387,B16-X31,25.58,4.76,1
1388,B16-X31,26.89,5.45,1
1389,B16-X31,28.41,5.35,1
1390,B16-X31,29.92,4.79,1
1391,B16-X31,31.21,5.39,1
1392,B16-X31,32.92,5.4,1
1393,B16-X31,34.63,4.87,1
1394,B16-X31,36.18,5.33,1
1395,B16-X31,37.89,5.38,1
1396,B16-X31,39.62,4.95,1
1397,B16-X31,41.2,2.64,1
1398,B16-X31,43.58,0.754,1
1399,B16-X31,43.55,0.528,2
1400,B16-X31,43.12,0.457,2
1401,B16-X31,42.73,0.544,2
1402,B16-X31,42.28,0.336,2
1403,B16-X31,42.1,0.309,2
1404,B16-X31,41.97,0.362,2
1405,B16-X31,41.88,2.79,2
1406,B16-X31,43.02,0.166,2
1407,B16-X31,42.86,0.184,2
1408,B16-X31,42.75,0.188,2
1409,B16-X31,42.63,0.53,2
1410,B16-X31,42.16,0.484,2
1411,B16-X31,41.74,0.571,2
1412,B16-X31,41.26,0.354,2
1413,B16-X31,41.17,0.417,2
1414,B16-X31,41.09,2.34,2
1415,B16-X31,41,0.108,2
1416,B16-X31,41.08,0.104,2
1417,B16-X31,41.18,0.462,2
1418,B16-X31,40.88,0.454,2
1419,B16-X31,40.69,2.16,2
1420,B16-X31,42.5,0.344,2
1421,B16-X31,42.83,0.435,2
1422,B16-X31,43.24,0.503,2
1423,B16-X31,42.95,0.327,2
1424,B16-X31,42.71,0.356,2
1425,B16-X31,42.76,0.215,2
1426,B16-X31,42.8,0.0704,2
1427,B16-X31,42.8,2.53,2
1428,B16-X31,45.22,0.808,2
1429,B16-X31,45.81,0.72,2
1430,B16-X31,46.4,1.24,2
1431,B16-X31,45.36,2.59,2
1432,B16-X31,42.89,0.503,2
1433,B16-X31,43.33,0.479,2
1434,B16-X31,42.89,1.06,2
1435,B16-X31,43.85,1.14,2
1436,B16-X31,44.91,0.488,2
1437,B16-X31,45.22,2.29,2
1438,B16-X31,43.02,0.864,2
1439,B16-X31,43.17,0.525,2
1440,B16-X31,43.33,0.658,2
1441,B16-X31,43.95,0.594,2
1442,B16-X31,44.52,0.639,2
1443,B16-X31,45.09,0.872,2
1444,B16-X31,45.88,0.561,2
1445,B16-X31,46.41,1.4,2
1446,B16-X31,45.16,0.497,2
1447,B16-X31,44.78,0.2,2
1448,B16-X31,44.91,0.738,2
1449,B16-X31,45.56,0.72,2
1450,B16-X31,46.19,0.816,2
1451,B16-X31,45.88,0.748,2
1452,B16-X31,45.83,0.447,2
1453,B16-X31,45.46,0.607,2
1454,B16-X31,45,0.381,2
1455,B16-X31,44.9,0.529,2
1456,B16-X31,44.78,0.683,2
1457,B16-X31,44.22,0.654,2
1458,B16-X31,43.59,0.198,2
1459,B16-X31,43.46,0.37,2
1460,B16-X31,43.37,0.421,2
1461,B16-X31,43.63,0.243,2
1462,B16-X31,43.77,0.409,2
1463,B16-X31,43.58,0.418,2
1464,B16-X31,43.37,0.716,2
1465,B16-X31,43.29,2.19,2
1466,B16-X31,45.4,0.548,2
1467,B16-X31,45.88,0.621,2
1468,B16-X31,45.4,0.88,2
1469,B16-X31,44.56,1.01,2
1470,B16-X31,43.59,1.06,2
1471,B16-X31,44.52,0.984,2
1472,B16-X31,43.64,2.28,2
1473,B16-X31,45.83,0.432,2
1474,B16-X31,45.62,1.34,2
1475,B16-X31,44.47,1.09,2
1476,B16-X31,44.08,1.1,2
1477,B16-X31,43.51,0.109,2
1478,B16-X31,43.59,0.279,2
1479,B16-X31,43.33,0.287,2
1480,B16-X31,43.51,0.214,2
1481,B16-X31,43.52,0.157,2
1482,B16-X31,43.46,0.366,2
1483,B16-X31,43.75,0,2
1484,B16-X31,43.75,0,2
1485,B16-X35,0,0.201,0
1486,B16-X35,0.2,0.0829,0
1487,B16-X35,0.28,0.0352,0
1488,B16-X35,0.31,1.12,0
1489,B16-X35,0.75,2.25,0
1490,B16-X35,1.41,3.58,1
1491,B16-X35,2.43,3.45,1
1492,B16-X35,3.47,2.44,1
1493,B16-X35,4.2,2.31,1
1494,B16-X35,4.92,0.882,1
1495,B16-X35,5.19,3.02,1
1496,B16-X35,6.13,3.25,1
1497,B16-X35,7.1,2.82,1
1498,B16-X35,7.95,3.9,1
1499,B16-X35,9.12,3.36,1
1500,B16-X35,10.06,3.35,1
1501,B16-X35,10.42,3.81,1
1502,B16-X35,11.29,3.87,1
1503,B16-X35,12.12,3.83,1
1504,B16-X35,12.92,4.5,1
1505,B16-X35,13.98,4.71,1
1506,B16-X35,15.07,4.69,1
1507,B16-X35,16.13,4.38,1
1508,B16-X35,16.95,4.42,1
1509,B16-X35,17.76,4.35,1
1510,B16-X35,18.54,4.23,1
1511,B16-X35,19.09,4.29,1
1512,B16-X35,19.63,4,1
1513,B16-X35,20.17,4.31,1
1514,B16-X35,21.02,4.46,1
1515,B16-X35,21.89,4.29,1
1516,B16-X35,22.76,4.06,1
1517,B16-X35,23.55,3.96,1
1518,B16-X35,24.35,4.08,1
1519,B16-X35,24.93,4.64,1
1520,B16-X35,26.17,4.59,1
1521,B16-X35,27.41,4.67,1
1522,B16-X35,28.61,4.99,1
1523,B16-X35,30.18,4.49,1
1524,B16-X35,31.61,4.97,1
1525,B16-X35,33.18,5.16,1
1526,B16-X35,34.78,4.96,1
1527,B16-X35,36.22,5.27,1
1528,B16-X35,37.84,4.58,1
