序号,转换后JH,JX,Dogleg Severity,status
6527,B509-P13,0.48,1.28,0
6528,B509-P13,0.33,1.32,0
6529,B509-P13,0.56,0.816,0
6530,B509-P13,0.52,1.06,0
6531,B509-P13,0.4,1.54,0
6532,B509-P13,0.7,0.841,0
6533,B509-P13,0.6,1.22,0
6534,B509-P13,0.99,0.295,0
6535,B509-P13,0.9,0.315,0
6536,B509-P13,1.2,0.324,0
6537,B509-P13,1.5,0.649,0
6538,B509-P13,1.2,0.081,0
6539,B509-P13,1.2,0.0152,0
6540,B509-P13,1.2,0.129,0
6541,B509-P13,1.2,0.022,0
6542,B509-P13,1.2,0.12,0
6543,B509-P13,1.3,0.174,0
6544,B509-P13,1.4,0.209,0
6545,B509-P13,1.6,0.121,0
6546,B509-P13,1.5,0.219,0
6547,B509-P13,1.7,1.16,0
6548,B509-P13,0.6,0.927,0
6549,B509-P13,0.6,1.29,0
6550,B509-P13,1,3.01,0
6551,B509-P13,1.9,2.32,0
6552,B509-P13,2.6,2.22,0
6553,B509-P13,3.3,3.87,0
6554,B509-P13,4.5,5.06,1
6555,B509-P13,6.1,4.72,1
6556,B509-P13,7.6,5.35,1
6557,B509-P13,9.3,5.09,1
6558,B509-P13,10.9,4.48,1
6559,B509-P13,12.3,4.38,1
6560,B509-P13,13.7,5.26,1
6561,B509-P13,15.3,5.38,1
6562,B509-P13,17,5.41,1
6563,B509-P13,18.7,4.76,1
6564,B509-P13,20.2,3.47,1
6565,B509-P13,21.3,4.46,1
6566,B509-P13,22.7,5.29,1
6567,B509-P13,24.4,4.42,1
6568,B509-P13,25.8,3.21,1
6569,B509-P13,26.8,4.82,1
6570,B509-P13,28.3,6.48,1
6571,B509-P13,30.3,5.57,1
6572,B509-P13,32,2.29,1
6573,B509-P13,32.7,1.37,1
6574,B509-P13,32.7,0.705,1
6575,B509-P13,32.9,0.311,1
6576,B509-P13,32.8,0.844,1
6577,B509-P13,32.8,1.38,1
6578,B509-P13,32.9,2.22,1
6579,B509-P13,32.2,0.733,1
6580,B509-P13,32.1,0.512,1
6581,B509-P13,32.1,0.737,1
6582,B509-P13,32.2,0.169,1
6583,B509-P13,32.2,0.353,1
6584,B509-P13,32.1,0.167,1
6585,B509-P13,32.1,0.167,1
6586,B509-P13,32.1,0.314,1
6587,B509-P13,32.2,1.39,1
6588,B509-P13,32.1,4.46,1
6589,B509-P13,33.5,4.88,1
6590,B509-P13,35,5.14,1
6591,B509-P13,36.6,7.88,1
6592,B509-P13,39.1,5.7,1
6593,B509-P13,40.9,4.57,1
6594,B509-P13,42.2,6.71,1
6595,B509-P13,44.3,5.66,1
6596,B509-P13,46.1,4.58,1
6597,B509-P13,46.2,4.5,1
6598,B509-P13,47.5,2.27,1
6599,B509-P13,48.2,5.09,1
6600,B509-P13,49.8,7.63,1
6601,B509-P13,52.2,8.68,1
6602,B509-P13,55,6.51,1
6603,B509-P13,57,6.02,1
6604,B509-P13,58.9,4.63,1
6605,B509-P13,60.4,5.55,1
6606,B509-P13,62.1,6.85,1
6607,B509-P13,64.3,6.3,1
6608,B509-P13,66.3,7.22,1
6609,B509-P13,68.6,2.18,1
6610,B509-P13,69,1.39,1
6611,B509-P13,69.4,6.6,1
6612,B509-P13,71.5,6.2,1
6613,B509-P13,73.4,7.87,1
6614,B509-P13,75.9,5.33,1
6615,B509-P13,77.6,8.21,1
6616,B509-P13,80.2,8.24,1
6617,B509-P13,82.8,7.87,1
6618,B509-P13,85.3,6.38,1
6619,B509-P13,87.1,0.694,1
6620,B509-P13,87.3,0.995,1
6621,B509-P13,87.6,0.313,1
6622,B509-P13,87.6,0.948,1
6623,B509-P13,87.9,0.62,1
6624,B509-P13,88.1,0.312,1
6625,B509-P13,88.1,0.296,1
6626,B509-P13,88.1,0.324,1
6627,B509-P13,88.1,0,1
6628,B509-P13,88.1,0.453,1
6629,B509-P13,88.2,3.15,1
6630,B509-P13,89.2,0.634,1
6631,B509-P13,89.4,2.49,1
6632,B509-P13,89.8,4.24,1
6633,B509-P13,90.6,3.79,1
6634,B509-P13,89.4,1.12,1
6635,B509-P13,89.1,5.32,1
6636,B509-P13,90.8,2.37,1
6637,B509-P13,91.5,1.61,1
6638,B509-P13,92,0.636,1
6639,B509-P13,92,1.31,1
6640,B509-P13,92.4,1.89,1
6641,B509-P13,93,0.622,1
6642,B509-P13,93.2,5.07,1
6643,B509-P13,94.8,0.619,1
6644,B509-P13,94.8,1.13,1
6645,B509-P13,95.1,0.314,1
6646,B509-P13,95,1.28,1
6647,B509-P13,94.6,0.984,1
6648,B509-P13,94.9,1.93,1
6649,B509-P13,94.3,0.932,1
6650,B509-P13,94,1.32,1
6651,B509-P13,93.7,1.55,1
6652,B509-P13,93.7,1.58,1
6653,B509-P13,94,1.55,1
6654,B509-P13,93.6,0.971,1
6655,B509-P13,93.3,1.69,1
6656,B509-P13,92.8,0.991,1
6657,B509-P13,92.5,0,1
6658,B509-P13,92.5,0,1
6659,BX357C,0,0.596,0
6660,BX357C,0.46,0.301,0
6661,BX357C,0.54,0.473,0
6662,BX357C,0.18,0.099,0
6663,BX357C,0.09,0.18,0
6664,BX357C,0.17,0.187,0
6665,BX357C,0.3,0.0215,0
6666,BX357C,0.32,0.266,0
6667,BX357C,0.09,0.496,0
6668,BX357C,0.43,0.178,0
6669,BX357C,0.27,0.326,0
6670,BX357C,0.28,0.381,0
6671,BX357C,0.3,0.315,0
6672,BX357C,0.1,0.137,0
6673,BX357C,0.2,0.19,0
6674,BX357C,0.3,0.239,0
6675,BX357C,0.2,0.126,0
6676,BX357C,0.2,0.107,0
6677,BX357C,0.2,0.142,0
6678,BX357C,0.2,0.169,0
6679,BX357C,0.2,0.146,0
6680,BX357C,0.3,0.083,0
6681,BX357C,0.3,0.161,0
6682,BX357C,0.4,0.739,0
6683,BX357C,0.3,0.368,0
6684,BX357C,0.3,0.105,0
6685,BX357C,0.3,0.155,0
6686,BX357C,0.2,0.206,0
6687,BX357C,0.3,0.252,0
6688,BX357C,0.5,0.171,0
6689,BX357C,0.5,0.291,0
6690,BX357C,0.5,1.6,0
6691,BX357C,1.3,3.18,0
6692,BX357C,2.3,4.17,1
6693,BX357C,3.6,2.83,1
6694,BX357C,4.4,2.51,1
6695,BX357C,5.2,5,1
6696,BX357C,6.8,4.36,1
6697,BX357C,8.1,3.82,1
6698,BX357C,9.3,4.14,1
6699,BX357C,10.6,5.06,1
6700,BX357C,12.2,4.16,1
6701,BX357C,13.5,4.16,1
6702,BX357C,14.8,3.45,1
6703,BX357C,15.9,4.7,1
6704,BX357C,17.4,4.43,1
6705,BX357C,18.8,5.09,1
6706,BX357C,20.4,4.74,1
6707,BX357C,21.9,4.45,1
6708,BX357C,23.3,5.33,1
6709,BX357C,25,5.41,1
6710,BX357C,26.7,4.44,1
6711,BX357C,28,5.05,1
6712,BX357C,29.6,3.25,1
6713,BX357C,30.6,1.95,1
6714,BX357C,31.2,1.93,2
6715,BX357C,31.8,0.916,2
6716,BX357C,31,0.827,2
6717,BX357C,31.7,1.72,2
6718,BX357C,33,0.386,2
6719,BX357C,33.3,0.664,2
6720,BX357C,32.9,0.464,2
6721,BX357C,32.8,1.12,2
6722,BX357C,33.6,0.845,2
6723,BX357C,33,0.655,2
6724,BX357C,32.6,1.26,2
6725,BX357C,33.8,0.482,2
6726,BX357C,33.4,0.623,2
6727,BX357C,32.9,1.12,2
6728,BX357C,33.7,0.121,2
6729,BX357C,33.8,0.515,2
6730,BX357C,33.5,0.239,2
6731,BX357C,33.3,0.928,2
6732,BX357C,32.7,1.31,2
6733,BX357C,33.7,0.288,2
6734,BX357C,33.7,0.623,2
6735,BX357C,33.3,0.594,2
6736,BX357C,32.8,0.308,2
6737,BX357C,32.6,1.39,2
6738,BX357C,31.5,1.44,2
6739,BX357C,30.2,1.16,2
6740,BX357C,29.63,1.14,2
6741,BX357C,29.5,1.65,2
6742,BX357C,29.41,1.58,2
6743,BX357C,28.8,1.11,2
6744,BX357C,29.6,1.16,2
6745,BX357C,30.5,0.744,2
6746,BX357C,30.54,0.701,2
6747,BX357C,31.1,0.566,2
6748,BX357C,31.5,0,2
6749,BX357C,31.5,0,2
6750,BX370,0.32,0.0544,0
6751,BX370,0.27,0.0592,0
6752,BX370,0.25,0.177,0
6753,BX370,0.14,0.158,0
6754,BX370,0.07,0.122,0
6755,BX370,0.05,0.412,0
6756,BX370,0.42,0.162,0
6757,BX370,0.51,0.314,0
6758,BX370,0.3,0.106,0
6759,BX370,0.4,0.874,0
6760,BX370,0.7,0.282,0
6761,BX370,0.9,0.163,0
6762,BX370,1,0.135,0
6763,BX370,1,1.99,0
6764,BX370,1.6,2.83,0
6765,BX370,2.5,5.03,1
6766,BX370,4,2.48,1
6767,BX370,4.8,1.56,1
6768,BX370,5.3,2.84,1
6769,BX370,6.2,4.43,1
6770,BX370,7.6,5.16,1
6771,BX370,9,5.13,1
6772,BX370,10.5,3.06,1
6773,BX370,11.1,2.92,1
6774,BX370,12,2.2,1
6775,BX370,12.7,3.53,1
6776,BX370,13.8,4.18,1
6777,BX370,14.9,6.62,1
6778,BX370,17,4.88,1
6779,BX370,18.5,7.49,1
6780,BX370,20.9,4.87,1
6781,BX370,22.4,4.89,1
6782,BX370,23.2,2.96,1
6783,BX370,23.3,3.18,1
6784,BX370,23.6,2.24,1
6785,BX370,24.2,3.78,1
6786,BX370,25.4,4.25,1
6787,BX370,26.7,7.44,1
6788,BX370,28.5,5.02,1
6789,BX370,30.1,2.8,1
6790,BX370,31,0.999,1
6791,BX370,31.9,0.229,1
6792,BX370,32,0.329,1
6793,BX370,31.8,1.92,1
6794,BX370,33.6,0.395,1
6795,BX370,33.3,0.279,2
6796,BX370,33.1,0.433,2
6797,BX370,33,0.376,2
6798,BX370,33.1,0.789,2
6799,BX370,33.6,2.04,2
6800,BX370,35.5,0.244,2
6801,BX370,35.3,0.323,2
6802,BX370,35.1,0.437,2
6803,BX370,34.7,0.416,2
6804,BX370,34.5,0.319,2
6805,BX370,34.4,0.436,2
6806,BX370,34,0.552,2
6807,BX370,33.6,0.314,2
6808,BX370,33.4,0.391,2
6809,BX370,33.1,0.202,2
6810,BX370,33,0.359,2
6811,BX370,32.9,0.0604,2
6812,BX370,32.9,0.0514,2
6813,BX370,32.9,0.325,2
6814,BX370,32.7,0.359,2
6815,BX370,32.5,0.201,2
6816,BX370,32.4,0.249,2
6817,BX370,32.3,0.112,2
6818,BX370,32.3,0.154,2
6819,BX370,32.4,0.0565,2
6820,BX370,32.4,0.0566,2
6821,BX370,32.4,0.248,2
6822,BX370,32.3,0.315,2
6823,BX370,32.2,0,2
6824,BX370,32.2,0,2
6825,BX434,0,0.681,0
6826,BX434,0.33,0.0286,0
6827,BX434,0.35,0.237,0
6828,BX434,0.26,0.493,0
6829,BX434,0.4,0.834,0
6830,BX434,0.99,3.68,0
6831,BX434,1.81,3.57,1
6832,BX434,2.92,3.15,1
6833,BX434,3.9,3.54,1
6834,BX434,5,3.55,1
6835,BX434,6.1,3.72,1
6836,BX434,7.25,3.73,1
6837,BX434,8.4,3.61,1
6838,BX434,9.52,3.61,1
6839,BX434,10.64,3.62,1
6840,BX434,11.8,3.69,1
6841,BX434,12.9,3.73,1
6842,BX434,14,4.09,1
6843,BX434,15.21,3.79,1
6844,BX434,16.42,3.76,1
6845,BX434,17.63,3.79,1
6846,BX434,18.83,3.76,1
6847,BX434,20.04,3.76,1
6848,BX434,21.24,3.75,1
6849,BX434,22.44,3.75,1
6850,BX434,23.64,3.78,1
6851,BX434,24.85,3.75,1
6852,BX434,26.05,3.77,1
6853,BX434,27.24,3.79,1
6854,BX434,28.46,3.79,1
6855,BX434,29.68,2.79,1
6856,BX434,32.34,0.746,1
6857,BX434,33,0.335,2
6858,BX434,32.83,1.82,2
6859,BX434,34.54,0.971,2
6860,BX434,35.16,1.25,2
6861,BX434,34.37,1.03,2
6862,BX434,33.4,1.04,2
6863,BX434,32.43,2.75,2
6864,BX434,34.98,0.807,2
6865,BX434,34.28,0.817,2
6866,BX434,33.57,0.826,2
6867,BX434,32.87,1.29,2
6868,BX434,33.36,1.26,2
6869,BX434,33.84,0.44,2
6870,BX434,33.48,0.472,2
6871,BX434,33.12,1.78,2
6872,BX434,34.8,1.8,2
6873,BX434,36.5,0.424,2
6874,BX434,36.17,0.524,2
6875,BX434,35.81,0.521,2
6876,BX434,35.46,0.702,2
6877,BX434,36.11,0.695,2
6878,BX434,36.75,0.687,2
6879,BX434,37.4,0.406,2
6880,BX434,37.03,0.395,2
6881,BX434,36.67,0.403,2
6882,BX434,36.3,0.476,2
6883,BX434,35.95,0.484,2
6884,BX434,35.59,0.474,2
6885,BX434,35.24,0.31,2
6886,BX434,35.43,0.275,2
6887,BX434,35.63,0.314,2
6888,BX434,35.82,0.264,2
6889,BX434,35.72,0.269,2
6890,BX434,35.61,0.264,2
6891,BX434,35.51,0.442,2
6892,BX434,35.27,0.435,2
6893,BX434,35.04,0.435,2
6894,BX434,34.8,1.14,2
6895,BX434,34.62,1.14,2
6896,BX434,34.45,0.512,2
6897,BX434,34.73,0.508,2
6898,BX434,35.01,0.564,2
6899,BX434,35.29,0.515,2
6900,BX434,35.01,0.461,2
6901,BX434,34.73,0.459,2
6902,BX434,34.45,0.36,2
6903,BX434,34.79,0.347,2
6904,BX434,35.12,0.372,2
6905,BX434,35.46,0.185,2
6906,BX434,35.42,0.132,2
6907,BX434,35.37,0.187,2
6908,BX434,35.33,0.379,2
6909,BX434,35.11,0.381,2
6910,BX434,34.89,0.375,2
6911,BX434,34.67,1.03,2
6912,BX434,35.66,1.03,2
6913,BX434,36.65,0.537,2
6914,BX434,36.14,0.532,2
6915,BX434,35.63,0.539,2
6916,BX434,35.11,0.162,2
6917,BX434,35.11,0.156,2
6918,BX434,35.11,0.163,2
6919,BX434,35.11,0.168,2
6920,BX434,34.96,0.177,2
6921,BX434,34.8,0.343,2
6922,BX434,34.99,0.345,2
6923,BX434,35.19,0.343,2
6924,BX434,35.38,0.148,2
6925,BX434,35.51,0.149,2
6926,BX434,35.64,0.148,2
6927,BX434,35.77,0.678,2
6928,BX434,35.12,0.672,2
6929,BX434,34.48,0.671,2
6930,BX434,33.84,0.235,2
6931,BX434,34.06,0.235,2
6932,BX434,34.28,0.236,2
6933,BX434,34.5,0.777,2
6934,BX434,35.04,0.782,2
6935,BX434,35.58,0.791,2
6936,BX434,36.12,0.913,2
6937,BX434,35.39,0.912,2
6938,BX434,34.66,0.903,2
6939,BX434,33.93,0.532,2
6940,BX434,34.44,0.532,2
6941,BX434,34.95,0.53,2
6942,BX434,35.46,0.344,2
6943,BX434,35.3,0.673,2
6944,BX434,35,0.673,2
6945,BX434,34.7,0.645,2
6946,BX434,34.45,1.29,2
6947,BX434,35.6,0.715,2
6948,BX434,35.35,0.705,2
6949,BX434,35.11,0.491,2
6950,BX434,34.69,0.493,2
6951,BX434,34.26,0.487,2
6952,BX434,33.84,1.21,2
6953,BX434,32.74,2.09,2
6954,BX434,33.97,2.22,2
6955,BX434,31.86,1.08,2
6956,BX434,32.85,1.07,2
6957,BX434,33.3,1.06,2
6958,BX434,33.84,0.899,2
6959,BX434,33.04,0.898,2
6960,BX434,32.25,0.887,2
6961,BX434,31.46,0.83,2
6962,BX434,30.7,0.85,2
6963,BX434,29.93,1.48,2
6964,BX434,28.52,0.813,2
6965,BX434,29.25,0.806,2
6966,BX434,29.97,0.888,2
6967,BX434,29.36,0.882,2
6968,BX434,29,0,2
6969,BX434,29,0,2
6970,BX454,0,0.247,0
6971,BX454,0.2,0.153,0
6972,BX454,0.3,0.149,0
6973,BX454,0.4,0.337,0
6974,BX454,0.31,0.1,0
6975,BX454,0.26,0.237,0
6976,BX454,0.15,0.15,0
6977,BX454,0.13,0.183,0
6978,BX454,0.19,0.246,0
6979,BX454,0.26,0.443,0
6980,BX454,0.4,0.106,0
6981,BX454,0.45,0.0819,0
6982,BX454,0.52,0.184,0
6983,BX454,0.66,0.346,0
6984,BX454,0.71,0.254,0
6985,BX454,0.75,0.56,0
6986,BX454,0.79,0.428,0
6987,BX454,0.75,0.405,0
6988,BX454,0.7,0.287,0
6989,BX454,0.92,0.321,0
6990,BX454,1.14,0.409,0
6991,BX454,1.12,0.106,0
6992,BX454,1.1,0.397,0
6993,BX454,1,0.111,0
6994,BX454,1.1,0.064,0
6995,BX454,1.1,0.127,0
6996,BX454,1.2,0.1,0
6997,BX454,1.2,0.118,0
6998,BX454,1.3,0.0992,0
6999,BX454,1.3,0.104,0
7000,BX454,1.3,0.489,0
7001,BX454,1.2,0.408,0
7002,BX454,1.3,0.722,0
7003,BX454,0.8,0.66,0
7004,BX454,0.2,0.613,0
7005,BX454,0.6,0.52,0
7006,BX454,1.1,0.236,0
7007,BX454,1.1,0.568,0
7008,BX454,1,0.011,0
7009,BX454,1,0.0054,0
7010,BX454,1,0.0834,0
7011,BX454,1,0,0
7012,BX454,1,0.352,0
7013,BX454,1.1,0.0482,0
7014,BX454,1.1,0.324,0
7015,BX454,1.2,0.38,0
7016,BX454,1.3,0.639,0
7017,BX454,1.5,4.98,0
7018,BX454,3.1,5.26,1
7019,BX454,4.7,5.54,1
7020,BX454,6.4,4.69,1
7021,BX454,7.9,5.6,1
7022,BX454,9.7,5.63,1
7023,BX454,11.5,4.44,1
7024,BX454,12.8,4.48,1
7025,BX454,14.2,3.42,1
7026,BX454,15.3,3.89,1
7027,BX454,16.5,2.83,1
7028,BX454,17.4,5.54,1
7029,BX454,19.1,4.34,1
7030,BX454,20.4,5.48,1
7031,BX454,22.1,5.4,1
7032,BX454,23.8,5.04,1
7033,BX454,25.3,5.46,1
7034,BX454,27,4.86,1
7035,BX454,28.4,5.06,1
7036,BX454,29.8,4.6,1
7037,BX454,31.2,1.16,1
7038,BX454,31,0.318,2
7039,BX454,31.3,0.24,2
7040,BX454,31.2,0.202,2
7041,BX454,31.3,0.816,2
7042,BX454,31.4,0.471,2
7043,BX454,31,1.03,2
7044,BX454,30.2,0.845,2
7045,BX454,29.5,2.15,2
7046,BX454,30.9,1.59,2
7047,BX454,31.6,0.723,2
7048,BX454,31.5,0.775,2
7049,BX454,31.1,0.733,2
7050,BX454,30.9,0.572,2
7051,BX454,30.6,0.642,2
7052,BX454,31.1,1.63,2
7053,BX454,31.8,0.549,2
7054,BX454,32.3,0.385,2
7055,BX454,32,0.196,2
7056,BX454,31.9,0.594,2
7057,BX454,32.4,0.459,2
7058,BX454,32.1,1.51,2
7059,BX454,30.7,0.519,2
7060,BX454,30.3,0.937,2
7061,BX454,31.1,0.162,2
7062,BX454,31.1,0.664,2
7063,BX454,31,0.815,2
7064,BX454,30.6,1.09,2
7065,BX454,29.9,0.548,2
7066,BX454,30.4,1.21,2
7067,BX454,30.1,1.03,2
7068,BX454,29.7,0.229,2
7069,BX454,29.6,0.628,2
7070,BX454,29.1,0.204,2
7071,BX454,29.1,0.947,2
7072,BX454,28.2,0.693,2
7073,BX454,28.2,0.115,2
7074,BX454,28.3,0.737,2
7075,BX454,27.6,0.598,2
7076,BX454,27.1,1.11,2
7077,BX454,27,0.636,2
7078,BX454,26.6,1.14,2
7079,BX454,27.2,0.707,2
7080,BX454,26.6,2.11,2
7081,BX454,28.5,2.24,2
7082,BX454,30.6,0.423,2
7083,BX454,30.4,0.627,2
7084,BX454,30,0.217,2
7085,BX454,29.8,0.563,2
7086,BX454,29.3,0.369,2
7087,BX454,29.1,0.306,2
7088,BX454,29.1,1.02,2
7089,BX454,28.4,0.364,2
7090,BX454,28.6,1.95,2
7091,BX454,29.7,0.78,2
7092,BX454,29,0.485,2
7093,BX454,28.6,0.73,2
7094,BX454,28,0.439,2
7095,BX454,28.4,1.87,2
7096,BX454,30.1,1.06,2
7097,BX454,29.1,0.458,2
7098,BX454,29.1,1.77,2
7099,BX454,30.8,0.908,2
7100,BX454,30.1,1.22,2
7101,BX454,29.3,1.5,2
7102,BX454,28.6,2.52,2
7103,BX454,29.8,1.32,2
7104,BX454,28.6,1.04,2
7105,BX454,28.26,1.05,2
7106,BX454,27.6,1.26,2
7107,BX454,28.8,1.47,2
7108,BX454,27.4,0.534,2
7109,BX454,27.1,2.37,2
7110,BX454,29.3,1.02,2
7111,BX454,28.6,1.36,2
7112,BX454,27.3,0.737,2
7113,BX454,28,1.32,2
7114,BX454,29,0.67,2
7115,BX454,29.5,1.14,2
7116,BX454,29.6,0.523,2
7117,BX454,30.1,0.84,2
7118,BX454,30.9,1.19,2
7119,BX454,32,2.48,2
7120,BX454,29.7,0.887,2
7121,BX454,28.9,1.07,2
7122,BX454,29.9,0.43,2
7123,BX454,29.99,0.451,2
7124,BX454,30,0.993,2
7125,BX454,30.7,0.865,2
7126,BX454,31.04,0.873,2
7127,BX454,31.2,1.14,2
7128,BX454,31.9,1.14,2
7129,BX467,0,1.04,0
7130,BX467,0.41,0.449,0
7131,BX467,0.81,0.0831,0
7132,BX467,0.83,0.168,0
7133,BX467,0.98,0.0388,0
7134,BX467,0.96,0.0613,0
7135,BX467,1.01,0.137,0
7136,BX467,0.96,0.0416,0
7137,BX467,0.96,0.108,0
7138,BX467,1.01,0.724,0
7139,BX467,0.95,0.689,0
7140,BX467,0.88,0.143,0
7141,BX467,0.83,0.0835,0
7142,BX467,0.91,0.0809,0
7143,BX467,0.96,0.064,0
7144,BX467,1.02,0.112,0
7145,BX467,1.1,0.659,0
7146,BX467,1.01,0.518,0
7147,BX467,0.97,0.284,0
7148,BX467,1.01,0.224,0
7149,BX467,1.12,0.157,0
7150,BX467,1.27,0.193,0
7151,BX467,1.15,0.148,0
7152,BX467,1.13,0.149,0
7153,BX467,1.06,0.137,0
7154,BX467,1,0.0731,0
7155,BX467,0.94,0.0635,0
7156,BX467,0.89,0.0709,0
7157,BX467,0.83,0.15,0
7158,BX467,0.85,0.152,0
7159,BX467,0.86,0.156,0
7160,BX467,0.88,0.146,0
7161,BX467,0.91,0.151,0
7162,BX467,0.94,0.156,0
7163,BX467,0.97,0.0545,0
7164,BX467,0.98,0.058,0
7165,BX467,1,0.056,0
7166,BX467,1.01,0.0864,0
7167,BX467,0.95,0.0839,0
7168,BX467,0.89,0.0815,0
7169,BX467,0.83,0.00557,0
7170,BX467,0.83,0.0054,0
7171,BX467,0.83,0.00555,0
7172,BX467,0.83,0.0221,0
7173,BX467,0.85,0.0109,0
7174,BX467,0.86,0.0209,0
7175,BX467,0.88,0.0859,0
7176,BX467,0.89,0.173,0
7177,BX467,0.9,0.0348,0
7178,BX467,0.92,0.169,0
7179,BX467,0.94,0.0901,0
7180,BX467,0.97,0.0681,0
7181,BX467,0.92,0.069,0
7182,BX467,0.88,0.0856,0
7183,BX467,0.85,0.0286,0
7184,BX467,0.83,0.126,0
7185,BX467,0.71,0.0913,0
7186,BX467,0.63,0.0543,0
7187,BX467,0.58,1.3,0
7188,BX467,1.8,0.422,0
7189,BX467,1.76,0.234,0
7190,BX467,1.92,0.348,0
7191,BX467,2.24,0.104,0
7192,BX467,2.16,0.0862,0
7193,BX467,2.15,0.147,0
7194,BX467,2.06,0.137,0
7195,BX467,1.98,0.14,0
7196,BX467,1.89,0.149,0
7197,BX467,1.76,0.148,0
7198,BX467,1.62,0.142,0
7199,BX467,1.49,0.113,0
7200,BX467,1.58,0.115,0
7201,BX467,1.67,0.117,0
7202,BX467,1.76,0.683,0
7203,BX467,1.96,3.39,0
7204,BX467,3.05,4.3,1
7205,BX467,4.43,3.95,1
7206,BX467,5.7,4.53,1
7207,BX467,7.16,4.26,1
7208,BX467,8.53,4.23,1
7209,BX467,9.82,3.68,1
7210,BX467,10.89,4.64,1
7211,BX467,12.28,4.26,1
7212,BX467,13.25,4.9,1
7213,BX467,14.43,5.06,1
7214,BX467,15.6,2.57,1
7215,BX467,18.06,0.782,1
7216,BX467,17.31,0.981,2
7217,BX467,16.39,1.04,2
7218,BX467,17.27,0.364,2
7219,BX467,17.01,0.46,2
7220,BX467,16.57,2.2,2
7221,BX467,18.5,0.114,2
7222,BX467,18.59,0.965,2
7223,BX467,17.75,1.92,2
7224,BX467,18.54,2.11,2
7225,BX467,18.85,1.17,2
7226,BX467,17.93,1.37,2
7227,BX467,16.61,1.79,2
7228,BX467,14.94,1,2
7229,BX467,13.97,1.09,2
7230,BX467,12.92,0.208,2
7231,BX467,13.1,1.02,2
7232,BX467,13.93,1.02,2
7233,BX467,13.27,0.506,2
7234,BX467,13.1,0.22,2
7235,BX467,12.92,1.32,2
7236,BX467,11.65,0.661,2
7237,BX467,11.25,0.765,2
7238,BX467,10.55,0.652,2
7239,BX467,9.98,0.394,2
7240,BX467,9.67,0.404,2
7241,BX467,10.06,0.538,2
7242,BX467,9.67,0.742,2
7243,BX467,9.01,0.758,2
7244,BX467,8.67,0.406,2
7245,BX467,8.35,0.746,2
7246,BX467,8.79,0.956,2
7247,BX467,9.62,0.719,2
7248,BX467,9.32,0.3,2
7249,BX467,9.23,0.178,2
7250,BX467,9.36,0.581,2
7251,BX467,9.89,0.584,2
7252,BX467,10.42,0.789,2
7253,BX467,10.63,0.674,2
7254,BX467,10.46,0.625,2
7255,BX467,10.37,0.751,2
7256,BX467,10.59,0.501,2
7257,BX467,10.5,0.434,2
7258,BX467,10.5,0.897,2
7259,BX467,9.8,0.918,2
7260,BX467,9.32,0.415,2
7261,BX467,9.49,0.565,2
7262,BX467,9.62,0.38,2
7263,BX467,9.8,0.247,2
7264,BX467,9.8,0.34,2
7265,BX467,10,0.244,2
7266,BX467,10.2,0.511,2
7267,BX467,10.55,0.8,2
7268,BX467,11.16,0.181,2
7269,BX467,11.5,0.442,2
7270,BX467,12,0.442,2
7271,BX698,0,0.92,0
7272,BX698,0.32,0.0183,0
7273,BX698,0.32,0.0755,0
7274,BX698,0.25,0.282,0
7275,BX698,0.48,0.361,0
7276,BX698,0.27,0.366,0
7277,BX698,0.43,0.283,0
7278,BX698,0.49,0.146,0
7279,BX698,0.36,0.106,0
7280,BX698,0.46,0.0899,0
7281,BX698,0.53,0.379,0
7282,BX698,0.89,1.88,0
7283,BX698,0.44,0.0339,0
7284,BX698,0.45,0.0317,0
7285,BX698,0.43,0.121,0
7286,BX698,0.53,0.175,0
7287,BX698,0.6,0.0877,0
7288,BX698,0.62,0.0181,0
7289,BX698,0.63,0.0587,0
7290,BX698,0.64,0.0157,0
7291,BX698,0.65,0.037,0
7292,BX698,0.66,0.154,0
7293,BX698,0.7,0.0525,0
7294,BX698,0.75,0.219,0
7295,BX698,0.88,0.123,0
7296,BX698,0.95,0.123,0
7297,BX698,1.05,0.0155,0
7298,BX698,1.06,0.0327,0
7299,BX698,1.08,0.0429,0
7300,BX698,1.1,0.524,0
7301,BX698,1.12,0.059,0
7302,BX698,1.14,0.104,0
7303,BX698,1.04,0.123,0
7304,BX698,0.97,0.0949,0
7305,BX698,0.92,0.183,0
7306,BX698,1.08,0.125,0
7307,BX698,1.19,0.0875,0
7308,BX698,1.26,0.129,0
7309,BX698,1.38,0.0327,0
7310,BX698,1.41,0.1,0
7311,BX698,1.32,0.536,0
7312,BX698,1.63,1.87,0
7313,BX698,1.93,3.75,0
7314,BX698,2.94,2.72,1
7315,BX698,3.78,4.19,1
7316,BX698,5.1,3.98,1
7317,BX698,6.37,3.2,1
7318,BX698,7.38,3.43,1
7319,BX698,8.44,3.58,1
7320,BX698,9.45,3.89,1
7321,BX698,10.55,4.97,1
7322,BX698,12.02,4.11,1
7323,BX698,13.18,4.25,1
7324,BX698,14.41,4.71,1
7325,BX698,15.91,1.48,1
7326,BX698,16.3,1.32,1
7327,BX698,16.7,2.87,1
7328,BX698,16.48,3.38,1
7329,BX698,17.23,3.1,1
7330,BX698,18.06,4.82,1
7331,BX698,19.07,3.57,1
7332,BX698,20.21,2.61,1
